Diagnose,New_Representation,MajorCategory,Category_representation,Disease_group
C440,1147,C44,211,2
C441,1148,C44,211,2
C442,1149,C44,211,2
C443,1150,C44,211,2
C444,1151,C44,211,2
C445,1152,C44,211,2
C446,1153,C44,211,2
C447,1154,C44,211,2
C448,1155,C44,211,2
C449,1156,C44,211,2
C45,1157,C45,212,2
C450,1158,C45,212,2
C451,1159,C45,212,2
C452,1160,C45,212,2
C457,1161,C45,212,2
C459,1162,C45,212,2
C46,1163,C46,213,2
C460,1164,C46,213,2
C461,1165,C46,213,2
C462,1166,C46,213,2
C463,1167,C46,213,2
C467,1168,C46,213,2
C4670,1169,C46,213,2
C4671,1170,C46,213,2
C4672,1171,C46,213,2
C4678,1172,C46,213,2
C468,1173,C46,213,2
C469,1174,C46,213,2
C47,1175,C47,214,2
C470,1176,C47,214,2
C471,1177,C47,214,2
C472,1178,C47,214,2
C473,1179,C47,214,2
C474,1180,C47,214,2
C475,1181,C47,214,2
C476,1182,C47,214,2
C478,1183,C47,214,2
C479,1184,C47,214,2
C48,1185,C48,215,2
C480,1186,C48,215,2
C481,1187,C48,215,2
C482,1188,C48,215,2
C488,1189,C48,215,2
C49,1190,C49,216,2
C490,1191,C49,216,2
C491,1192,C49,216,2
C492,1193,C49,216,2
C493,1194,C49,216,2
C4930,1195,C49,216,2
C4938,1196,C49,216,2
C494,1197,C49,216,2
C4940,1198,C49,216,2
C4948,1199,C49,216,2
C495,1200,C49,216,2
C4950,1201,C49,216,2
C4958,1202,C49,216,2
C496,1203,C49,216,2
C498,1204,C49,216,2
C499,1205,C49,216,2
C50,1206,C50,217,2
C500,1207,C50,217,2
C501,1208,C50,217,2
C502,1209,C50,217,2
C503,1210,C50,217,2
C504,1211,C50,217,2
C505,1212,C50,217,2
C506,1213,C50,217,2
C508,1214,C50,217,2
C509,1215,C50,217,2
C51,1216,C51,218,2
C510,1217,C51,218,2
C511,1218,C51,218,2
C512,1219,C51,218,2
C518,1220,C51,218,2
C519,1221,C51,218,2
C52,1222,C52,219,2
C53,1223,C53,220,2
C530,1224,C53,220,2
C531,1225,C53,220,2
C538,1226,C53,220,2
C539,1227,C53,220,2
C54,1228,C54,221,2
C540,1229,C54,221,2
C541,1230,C54,221,2
C542,1231,C54,221,2
C543,1232,C54,221,2
C548,1233,C54,221,2
C549,1234,C54,221,2
C55,1235,C55,222,2
C56,1236,C56,223,2
C57,1237,C57,224,2
C570,1238,C57,224,2
C571,1239,C57,224,2
C572,1240,C57,224,2
C573,1241,C57,224,2
C574,1242,C57,224,2
C577,1243,C57,224,2
C578,1244,C57,224,2
C579,1245,C57,224,2
C58,1246,C58,225,2
C60,1247,C60,226,2
C600,1248,C60,226,2
C601,1249,C60,226,2
C602,1250,C60,226,2
C608,1251,C60,226,2
C609,1252,C60,226,2
C61,1253,C61,227,2
C62,1254,C62,228,2
C620,1255,C62,228,2
C621,1256,C62,228,2
C629,1257,C62,228,2
C63,1258,C63,229,2
C630,1259,C63,229,2
C631,1260,C63,229,2
C632,1261,C63,229,2
C637,1262,C63,229,2
C638,1263,C63,229,2
C639,1264,C63,229,2
C64,1265,C64,230,2
C65,1266,C65,231,2
C66,1267,C66,232,2
C67,1268,C67,233,2
C670,1269,C67,233,2
C671,1270,C67,233,2
C672,1271,C67,233,2
C673,1272,C67,233,2
C674,1273,C67,233,2
C675,1274,C67,233,2
C676,1275,C67,233,2
C677,1276,C67,233,2
C678,1277,C67,233,2
C679,1278,C67,233,2
C68,1279,C68,234,2
C680,1280,C68,234,2
C681,1281,C68,234,2
C688,1282,C68,234,2
C689,1283,C68,234,2
C69,1284,C69,235,2
C690,1285,C69,235,2
C691,1286,C69,235,2
C692,1287,C69,235,2
C693,1288,C69,235,2
C694,1289,C69,235,2
C695,1290,C69,235,2
C696,1291,C69,235,2
C698,1292,C69,235,2
C699,1293,C69,235,2
C70,1294,C70,236,2
C700,1295,C70,236,2
C701,1296,C70,236,2
C709,1297,C70,236,2
C71,1298,C71,237,2
C710,1299,C71,237,2
C711,1300,C71,237,2
C712,1301,C71,237,2
C713,1302,C71,237,2
C714,1303,C71,237,2
C715,1304,C71,237,2
C716,1305,C71,237,2
C717,1306,C71,237,2
C718,1307,C71,237,2
C719,1308,C71,237,2
C72,1309,C72,238,2
C720,1310,C72,238,2
C721,1311,C72,238,2
C722,1312,C72,238,2
C723,1313,C72,238,2
C724,1314,C72,238,2
C725,1315,C72,238,2
C728,1316,C72,238,2
C729,1317,C72,238,2
C73,1318,C73,239,2
C74,1319,C74,240,2
C740,1320,C74,240,2
C741,1321,C74,240,2
C749,1322,C74,240,2
C75,1323,C75,241,2
C750,1324,C75,241,2
C751,1325,C75,241,2
C752,1326,C75,241,2
C753,1327,C75,241,2
C754,1328,C75,241,2
C755,1329,C75,241,2
C758,1330,C75,241,2
C759,1331,C75,241,2
C76,1332,C76,242,2
C760,1333,C76,242,2
C761,1334,C76,242,2
C762,1335,C76,242,2
C763,1336,C76,242,2
C764,1337,C76,242,2
C765,1338,C76,242,2
C767,1339,C76,242,2
C768,1340,C76,242,2
C77,1341,C77,243,2
C770,1342,C77,243,2
C771,1343,C77,243,2
C772,1344,C77,243,2
C773,1345,C77,243,2
C774,1346,C77,243,2
C775,1347,C77,243,2
C778,1348,C77,243,2
C779,1349,C77,243,2
C78,1350,C78,244,2
C780,1351,C78,244,2
C781,1352,C78,244,2
C782,1353,C78,244,2
C783,1354,C78,244,2
C784,1355,C78,244,2
C785,1356,C78,244,2
C786,1357,C78,244,2
C787,1358,C78,244,2
C788,1359,C78,244,2
C79,1360,C79,245,2
C790,1361,C79,245,2
C791,1362,C79,245,2
C792,1363,C79,245,2
C793,1364,C79,245,2
C794,1365,C79,245,2
C795,1366,C79,245,2
C796,1367,C79,245,2
C797,1368,C79,245,2
C798,1369,C79,245,2
C799,1370,C79,245,2
C80,1371,C80,246,2
C80+0,1372,C80,246,2
C800,1373,C80,246,2
C809,1374,C80,246,2
C81,1375,C81,247,2
C810,1376,C81,247,2
C811,1377,C81,247,2
C812,1378,C81,247,2
C813,1379,C81,247,2
C814,1380,C81,247,2
C817,1381,C81,247,2
C819,1382,C81,247,2
C82,1383,C82,248,2
C820,1384,C82,248,2
C821,1385,C82,248,2
C822,1386,C82,248,2
C823,1387,C82,248,2
C824,1388,C82,248,2
C825,1389,C82,248,2
C826,1390,C82,248,2
C827,1391,C82,248,2
C829,1392,C82,248,2
C83,1393,C83,249,2
C830,1394,C83,249,2
C831,1395,C83,249,2
C832,1396,C83,249,2
C833,1397,C83,249,2
C834,1398,C83,249,2
C835,1399,C83,249,2
C836,1400,C83,249,2
C837,1401,C83,249,2
C838,1402,C83,249,2
C839,1403,C83,249,2
C84,1404,C84,250,2
C840,1405,C84,250,2
C841,1406,C84,250,2
C842,1407,C84,250,2
C843,1408,C84,250,2
C844,1409,C84,250,2
C845,1410,C84,250,2
C846,1411,C84,250,2
C847,1412,C84,250,2
C848,1413,C84,250,2
C849,1414,C84,250,2
C85,1415,C85,251,2
C850,1416,C85,251,2
C851,1417,C85,251,2
C852,1418,C85,251,2
C857,1419,C85,251,2
C859,1420,C85,251,2
C86,1421,C86,252,2
C860,1422,C86,252,2
C861,1423,C86,252,2
C862,1424,C86,252,2
C863,1425,C86,252,2
C864,1426,C86,252,2
C865,1427,C86,252,2
C866,1428,C86,252,2
C88,1429,C88,253,2
C880,1430,C88,253,2
C881,1431,C88,253,2
C882,1432,C88,253,2
C883,1433,C88,253,2
C884,1434,C88,253,2
C887,1435,C88,253,2
C889,1436,C88,253,2
C90,1437,C90,254,2
C900,1438,C90,254,2
C901,1439,C90,254,2
C902,1440,C90,254,2
C903,1441,C90,254,2
C91,1442,C91,255,2
C910,1443,C91,255,2
C911,1444,C91,255,2
C912,1445,C91,255,2
C913,1446,C91,255,2
C914,1447,C91,255,2
C915,1448,C91,255,2
C916,1449,C91,255,2
C917,1450,C91,255,2
C918,1451,C91,255,2
C919,1452,C91,255,2
C92,1453,C92,256,2
C920,1454,C92,256,2
C921,1455,C92,256,2
C922,1456,C92,256,2
C923,1457,C92,256,2
C924,1458,C92,256,2
C925,1459,C92,256,2
C926,1460,C92,256,2
C927,1461,C92,256,2
C928,1462,C92,256,2
C929,1463,C92,256,2
C93,1464,C93,257,2
C930,1465,C93,257,2
C931,1466,C93,257,2
C932,1467,C93,257,2
C933,1468,C93,257,2
C937,1469,C93,257,2
C939,1470,C93,257,2
C94,1471,C94,258,2
C940,1472,C94,258,2
C941,1473,C94,258,2
C942,1474,C94,258,2
C943,1475,C94,258,2
C944,1476,C94,258,2
C945,1477,C94,258,2
C946,1478,C94,258,2
C947,1479,C94,258,2
C95,1480,C95,259,2
C950,1481,C95,259,2
C951,1482,C95,259,2
C952,1483,C95,259,2
C957,1484,C95,259,2
C959,1485,C95,259,2
C96,1486,C96,260,2
C960,1487,C96,260,2
C961,1488,C96,260,2
C962,1489,C96,260,2
C963,1490,C96,260,2
C964,1491,C96,260,2
C965,1492,C96,260,2
C966,1493,C96,260,2
C967,1494,C96,260,2
C968,1495,C96,260,2
C969,1496,C96,260,2
C97,1497,C97,261,2
D00,1498,D00,262,2
D000,1499,D00,262,2
D001,1500,D00,262,2
D002,1501,D00,262,2
D01,1502,D01,263,2
D010,1503,D01,263,2
D011,1504,D01,263,2
D012,1505,D01,263,2
D013,1506,D01,263,2
D014,1507,D01,263,2
D015,1508,D01,263,2
D017,1509,D01,263,2
D019,1510,D01,263,2
D02,1511,D02,264,2
D020,1512,D02,264,2
D021,1513,D02,264,2
D022,1514,D02,264,2
D023,1515,D02,264,2
D024,1516,D02,264,2
D03,1517,D03,265,2
D030,1518,D03,265,2
D031,1519,D03,265,2
D032,1520,D03,265,2
D033,1521,D03,265,2
D034,1522,D03,265,2
D035,1523,D03,265,2
D036,1524,D03,265,2
D037,1525,D03,265,2
D038,1526,D03,265,2
D039,1527,D03,265,2
D04,1528,D04,266,2
D040,1529,D04,266,2
D041,1530,D04,266,2
D042,1531,D04,266,2
D043,1532,D04,266,2
D044,1533,D04,266,2
D045,1534,D04,266,2
D046,1535,D04,266,2
D047,1536,D04,266,2
D048,1537,D04,266,2
D049,1538,D04,266,2
D05,1539,D05,267,2
D050,1540,D05,267,2
D051,1541,D05,267,2
D057,1542,D05,267,2
D059,1543,D05,267,2
D06,1544,D06,268,2
D060,1545,D06,268,2
D061,1546,D06,268,2
D067,1547,D06,268,2
D069,1548,D06,268,2
D07,1549,D07,269,2
D070,1550,D07,269,2
D071,1551,D07,269,2
D072,1552,D07,269,2
D073,1553,D07,269,2
D074,1554,D07,269,2
D075,1555,D07,269,2
D076,1556,D07,269,2
D09,1557,D09,270,2
D090,1558,D09,270,2
D091,1559,D09,270,2
D092,1560,D09,270,2
D093,1561,D09,270,2
D097,1562,D09,270,2
D099,1563,D09,270,2
D10,1564,D10,271,2
D100,1565,D10,271,2
D101,1566,D10,271,2
D102,1567,D10,271,2
D103,1568,D10,271,2
D104,1569,D10,271,2
D105,1570,D10,271,2
D106,1571,D10,271,2
D107,1572,D10,271,2
D109,1573,D10,271,2
D11,1574,D11,272,2
D110,1575,D11,272,2
D117,1576,D11,272,2
D119,1577,D11,272,2
D12,1578,D12,273,2
D120,1579,D12,273,2
D121,1580,D12,273,2
D122,1581,D12,273,2
D123,1582,D12,273,2
D124,1583,D12,273,2
D125,1584,D12,273,2
D126,1585,D12,273,2
D126+0,1586,D12,273,2
D126+1,1587,D12,273,2
D126+2,1588,D12,273,2
D126+3,1589,D12,273,2
D126+4,1590,D12,273,2
D126+5,1591,D12,273,2
D126+6,1592,D12,273,2
D126+8,1593,D12,273,2
D127,1594,D12,273,2
D128,1595,D12,273,2
D129,1596,D12,273,2
D13,1597,D13,274,2
D130,1598,D13,274,2
D131,1599,D13,274,2
D132,1600,D13,274,2
D133,1601,D13,274,2
D134,1602,D13,274,2
D135,1603,D13,274,2
D136,1604,D13,274,2
D137,1605,D13,274,2
D139,1606,D13,274,2
D1390,1607,D13,274,2
D14,1608,D14,275,2
D140,1609,D14,275,2
D141,1610,D14,275,2
D142,1611,D14,275,2
D143,1612,D14,275,2
D144,1613,D14,275,2
D15,1614,D15,276,2
D150,1615,D15,276,2
D151,1616,D15,276,2
D152,1617,D15,276,2
D157,1618,D15,276,2
D159,1619,D15,276,2
D16,1620,D16,277,2
D160,1621,D16,277,2
D161,1622,D16,277,2
D162,1623,D16,277,2
D163,1624,D16,277,2
D164,1625,D16,277,2
D165,1626,D16,277,2
D166,1627,D16,277,2
D167,1628,D16,277,2
D168,1629,D16,277,2
D169,1630,D16,277,2
D17,1631,D17,278,2
D170,1632,D17,278,2
D171,1633,D17,278,2
D172,1634,D17,278,2
D173,1635,D17,278,2
D174,1636,D17,278,2
D175,1637,D17,278,2
D176,1638,D17,278,2
D177,1639,D17,278,2
D179,1640,D17,278,2
D18,1641,D18,279,2
D180,1642,D18,279,2
D181,1643,D18,279,2
D19,1644,D19,280,2
D190,1645,D19,280,2
D191,1646,D19,280,2
D197,1647,D19,280,2
D199,1648,D19,280,2
D20,1649,D20,281,2
D200,1650,D20,281,2
D201,1651,D20,281,2
D21,1652,D21,282,2
D210,1653,D21,282,2
D211,1654,D21,282,2
D212,1655,D21,282,2
D213,1656,D21,282,2
D2130,1657,D21,282,2
D2138,1658,D21,282,2
D214,1659,D21,282,2
D2140,1660,D21,282,2
D2148,1661,D21,282,2
D215,1662,D21,282,2
D2150,1663,D21,282,2
D2158,1664,D21,282,2
D216,1665,D21,282,2
D219,1666,D21,282,2
D22,1667,D22,283,2
D220,1668,D22,283,2
D221,1669,D22,283,2
D222,1670,D22,283,2
D223,1671,D22,283,2
D224,1672,D22,283,2
D225,1673,D22,283,2
D226,1674,D22,283,2
D227,1675,D22,283,2
D229,1676,D22,283,2
D23,1677,D23,284,2
D230,1678,D23,284,2
D231,1679,D23,284,2
D232,1680,D23,284,2
D233,1681,D23,284,2
D234,1682,D23,284,2
D235,1683,D23,284,2
D236,1684,D23,284,2
D237,1685,D23,284,2
D239,1686,D23,284,2
D24,1687,D24,285,2
D25,1688,D25,286,2
D250,1689,D25,286,2
D251,1690,D25,286,2
D252,1691,D25,286,2
D259,1692,D25,286,2
D26,1693,D26,287,2
D260,1694,D26,287,2
D261,1695,D26,287,2
D267,1696,D26,287,2
D269,1697,D26,287,2
D27,1698,D27,288,2
D28,1699,D28,289,2
D280,1700,D28,289,2
D281,1701,D28,289,2
D282,1702,D28,289,2
D287,1703,D28,289,2
D289,1704,D28,289,2
D29,1705,D29,290,2
D290,1706,D29,290,2
D291,1707,D29,290,2
D292,1708,D29,290,2
D293,1709,D29,290,2
D294,1710,D29,290,2
D297,1711,D29,290,2
D299,1712,D29,290,2
D30,1713,D30,291,2
D300,1714,D30,291,2
D301,1715,D30,291,2
D302,1716,D30,291,2
D303,1717,D30,291,2
D304,1718,D30,291,2
D307,1719,D30,291,2
D309,1720,D30,291,2
D31,1721,D31,292,2
D310,1722,D31,292,2
D311,1723,D31,292,2
D312,1724,D31,292,2
D313,1725,D31,292,2
D314,1726,D31,292,2
D315,1727,D31,292,2
D316,1728,D31,292,2
D319,1729,D31,292,2
D32,1730,D32,293,2
D320,1731,D32,293,2
D321,1732,D32,293,2
D329,1733,D32,293,2
D33,1734,D33,294,2
D330,1735,D33,294,2
D331,1736,D33,294,2
D332,1737,D33,294,2
D333,1738,D33,294,2
D334,1739,D33,294,2
D337,1740,D33,294,2
D339,1741,D33,294,2
D34,1742,D34,295,2
D35,1743,D35,296,2
D350,1744,D35,296,2
D351,1745,D35,296,2
D352,1746,D35,296,2
D353,1747,D35,296,2
D354,1748,D35,296,2
D355,1749,D35,296,2
D356,1750,D35,296,2
D357,1751,D35,296,2
D358,1752,D35,296,2
D359,1753,D35,296,2
D36,1754,D36,297,2
D360,1755,D36,297,2
D361,1756,D36,297,2
D367,1757,D36,297,2
D369,1758,D36,297,2
D37,1759,D37,298,2
D370,1760,D37,298,2
D371,1761,D37,298,2
D372,1762,D37,298,2
D373,1763,D37,298,2
D374,1764,D37,298,2
D375,1765,D37,298,2
D376,1766,D37,298,2
D377,1767,D37,298,2
D379,1768,D37,298,2
D38,1769,D38,299,2
D380,1770,D38,299,2
D381,1771,D38,299,2
D382,1772,D38,299,2
D383,1773,D38,299,2
D384,1774,D38,299,2
D385,1775,D38,299,2
D386,1776,D38,299,2
D39,1777,D39,300,2
D390,1778,D39,300,2
D391,1779,D39,300,2
D392,1780,D39,300,2
D397,1781,D39,300,2
D399,1782,D39,300,2
D40,1783,D40,301,2
D400,1784,D40,301,2
D401,1785,D40,301,2
D407,1786,D40,301,2
D409,1787,D40,301,2
D41,1788,D41,302,2
D410,1789,D41,302,2
D411,1790,D41,302,2
D412,1791,D41,302,2
D413,1792,D41,302,2
D414,1793,D41,302,2
D417,1794,D41,302,2
D419,1795,D41,302,2
D42,1796,D42,303,2
D420,1797,D42,303,2
D421,1798,D42,303,2
D429,1799,D42,303,2
D43,1800,D43,304,2
D430,1801,D43,304,2
D431,1802,D43,304,2
D432,1803,D43,304,2
D433,1804,D43,304,2
D434,1805,D43,304,2
D437,1806,D43,304,2
D439,1807,D43,304,2
D44,1808,D44,305,2
D440,1809,D44,305,2
D441,1810,D44,305,2
D442,1811,D44,305,2
D443,1812,D44,305,2
D444,1813,D44,305,2
D4440,1814,D44,305,2
D4448,1815,D44,305,2
D445,1816,D44,305,2
D446,1817,D44,305,2
D447,1818,D44,305,2
D448,1819,D44,305,2
D449,1820,D44,305,2
D45,1821,D45,306,2
D46,1822,D46,307,2
D460,1823,D46,307,2
D461,1824,D46,307,2
D462,1825,D46,307,2
D463,1826,D46,307,2
D464,1827,D46,307,2
D465,1828,D46,307,2
D466,1829,D46,307,2
D467,1830,D46,307,2
D469,1831,D46,307,2
D47,1832,D47,308,2
D470,1833,D47,308,2
D471,1834,D47,308,2
D472,1835,D47,308,2
D473,1836,D47,308,2
D474,1837,D47,308,2
D475,1838,D47,308,2
D477,1839,D47,308,2
D479,1840,D47,308,2
D48,1841,D48,309,2
D480,1842,D48,309,2
D481,1843,D48,309,2
D482,1844,D48,309,2
D483,1845,D48,309,2
D4830,1846,D48,309,2
D4838,1847,D48,309,2
D484,1848,D48,309,2
D485,1849,D48,309,2
D486,1850,D48,309,2
D487,1851,D48,309,2
D489,1852,D48,309,2
D50,1853,D50,310,3
D500,1854,D50,310,3
D501,1855,D50,310,3
D508,1856,D50,310,3
D509,1857,D50,310,3
D51,1858,D51,311,3
D510,1859,D51,311,3
D511,1860,D51,311,3
D512,1861,D51,311,3
D513,1862,D51,311,3
D518,1863,D51,311,3
D519,1864,D51,311,3
D52,1865,D52,312,3
D520,1866,D52,312,3
D521,1867,D52,312,3
D528,1868,D52,312,3
D529,1869,D52,312,3
D53,1870,D53,313,3
D530,1871,D53,313,3
D531,1872,D53,313,3
D532,1873,D53,313,3
D538,1874,D53,313,3
D539,1875,D53,313,3
D55,1876,D55,314,3
D550,1877,D55,314,3
D551,1878,D55,314,3
D552,1879,D55,314,3
D553,1880,D55,314,3
D558,1881,D55,314,3
D559,1882,D55,314,3
D56,1883,D56,315,3
D560,1884,D56,315,3
D561,1885,D56,315,3
D562,1886,D56,315,3
D563,1887,D56,315,3
D564,1888,D56,315,3
D568,1889,D56,315,3
D569,1890,D56,315,3
D57,1891,D57,316,3
D570,1892,D57,316,3
D571,1893,D57,316,3
D572,1894,D57,316,3
D573,1895,D57,316,3
D578,1896,D57,316,3
D58,1897,D58,317,3
D580,1898,D58,317,3
D581,1899,D58,317,3
D582,1900,D58,317,3
D588,1901,D58,317,3
D589,1902,D58,317,3
D59,1903,D59,318,3
D590,1904,D59,318,3
D591,1905,D59,318,3
D592,1906,D59,318,3
D593,1907,D59,318,3
D594,1908,D59,318,3
D595,1909,D59,318,3
D596,1910,D59,318,3
D598,1911,D59,318,3
D599,1912,D59,318,3
D60,1913,D60,319,3
D600,1914,D60,319,3
D601,1915,D60,319,3
D608,1916,D60,319,3
D609,1917,D60,319,3
D61,1918,D61,320,3
D610,1919,D61,320,3
D611,1920,D61,320,3
D612,1921,D61,320,3
D613,1922,D61,320,3
D618,1923,D61,320,3
D619,1924,D61,320,3
D62,1925,D62,321,3
D63,1926,D63,322,3
D630,1927,D63,322,3
D638,1928,D63,322,3
D64,1929,D64,323,3
D640,1930,D64,323,3
D641,1931,D64,323,3
D642,1932,D64,323,3
D643,1933,D64,323,3
D644,1934,D64,323,3
D648,1935,D64,323,3
D649,1936,D64,323,3
D65,1937,D65,324,3
D66,1938,D66,325,3
D67,1939,D67,326,3
D68,1940,D68,327,3
D680,1941,D68,327,3
D681,1942,D68,327,3
D682,1943,D68,327,3
D683,1944,D68,327,3
D684,1945,D68,327,3
D685,1946,D68,327,3
D686,1947,D68,327,3
D688,1948,D68,327,3
D689,1949,D68,327,3
D69,1950,D69,328,3
D690,1951,D69,328,3
D691,1952,D69,328,3
D692,1953,D69,328,3
D693,1954,D69,328,3
D694,1955,D69,328,3
D695,1956,D69,328,3
D696,1957,D69,328,3
D698,1958,D69,328,3
D699,1959,D69,328,3
D70,1960,D70,329,3
D71,1961,D71,330,3
D72,1962,D72,331,3
D720,1963,D72,331,3
D721,1964,D72,331,3
D728,1965,D72,331,3
D729,1966,D72,331,3
D73,1967,D73,332,3
D730,1968,D73,332,3
D731,1969,D73,332,3
D732,1970,D73,332,3
D733,1971,D73,332,3
D734,1972,D73,332,3
D735,1973,D73,332,3
D738,1974,D73,332,3
D739,1975,D73,332,3
D74,1976,D74,333,3
D740,1977,D74,333,3
D748,1978,D74,333,3
D749,1979,D74,333,3
D75,1980,D75,334,3
D750,1981,D75,334,3
D751,1982,D75,334,3
D752,1983,D75,334,3
D758,1984,D75,334,3
D759,1985,D75,334,3
D76,1986,D76,335,3
D760,1987,D76,335,3
D761,1988,D76,335,3
D762,1989,D76,335,3
D763,1990,D76,335,3
D77,1991,D77,336,3
D80,1992,D80,337,3
D800,1993,D80,337,3
D801,1994,D80,337,3
D802,1995,D80,337,3
D803,1996,D80,337,3
D804,1997,D80,337,3
D805,1998,D80,337,3
D806,1999,D80,337,3
D807,2000,D80,337,3
D808,2001,D80,337,3
D809,2002,D80,337,3
D81,2003,D81,338,3
D810,2004,D81,338,3
D811,2005,D81,338,3
D812,2006,D81,338,3
D813,2007,D81,338,3
D814,2008,D81,338,3
D815,2009,D81,338,3
D816,2010,D81,338,3
D817,2011,D81,338,3
D818,2012,D81,338,3
D819,2013,D81,338,3
D82,2014,D82,339,3
D820,2015,D82,339,3
D821,2016,D82,339,3
D822,2017,D82,339,3
D823,2018,D82,339,3
D824,2019,D82,339,3
D828,2020,D82,339,3
D829,2021,D82,339,3
D83,2022,D83,340,3
D830,2023,D83,340,3
D831,2024,D83,340,3
D832,2025,D83,340,3
D838,2026,D83,340,3
D839,2027,D83,340,3
D84,2028,D84,341,3
D840,2029,D84,341,3
D841,2030,D84,341,3
D848,2031,D84,341,3
D849,2032,D84,341,3
D86,2033,D86,342,3
D860,2034,D86,342,3
D861,2035,D86,342,3
D862,2036,D86,342,3
D863,2037,D86,342,3
D868,2038,D86,342,3
D869,2039,D86,342,3
D89,2040,D89,343,3
D890,2041,D89,343,3
D891,2042,D89,343,3
D892,2043,D89,343,3
D893,2044,D89,343,3
D898,2045,D89,343,3
D899,2046,D89,343,3
E00,2047,E00,344,4
E000,2048,E00,344,4
E001,2049,E00,344,4
E002,2050,E00,344,4
E009,2051,E00,344,4
E01,2052,E01,345,4
E010,2053,E01,345,4
E011,2054,E01,345,4
E012,2055,E01,345,4
E018,2056,E01,345,4
E02,2057,E02,346,4
E03,2058,E03,347,4
E030,2059,E03,347,4
E031,2060,E03,347,4
E032,2061,E03,347,4
E033,2062,E03,347,4
E034,2063,E03,347,4
E035,2064,E03,347,4
E038,2065,E03,347,4
E039,2066,E03,347,4
E04,2067,E04,348,4
E040,2068,E04,348,4
E041,2069,E04,348,4
E042,2070,E04,348,4
E048,2071,E04,348,4
E049,2072,E04,348,4
E05,2073,E05,349,4
E050,2074,E05,349,4
E051,2075,E05,349,4
E052,2076,E05,349,4
E053,2077,E05,349,4
E054,2078,E05,349,4
E055,2079,E05,349,4
E058,2080,E05,349,4
E059,2081,E05,349,4
E06,2082,E06,350,4
E060,2083,E06,350,4
E061,2084,E06,350,4
E062,2085,E06,350,4
E063,2086,E06,350,4
E064,2087,E06,350,4
E065,2088,E06,350,4
E069,2089,E06,350,4
E07,2090,E07,351,4
E070,2091,E07,351,4
E071,2092,E07,351,4
E078,2093,E07,351,4
E079,2094,E07,351,4
E10,2095,E10,352,4
E100,2096,E10,352,4
E101,2097,E10,352,4
E102,2098,E10,352,4
E103,2099,E10,352,4
E104,2100,E10,352,4
E105,2101,E10,352,4
E106,2102,E10,352,4
E107,2103,E10,352,4
E108,2104,E10,352,4
E109,2105,E10,352,4
E11,2106,E11,353,4
E110,2107,E11,353,4
E1100,2108,E11,353,4
E1108,2109,E11,353,4
E111,2110,E11,353,4
E1110,2111,E11,353,4
E1118,2112,E11,353,4
E112,2113,E11,353,4
E1120,2114,E11,353,4
E1128,2115,E11,353,4
E113,2116,E11,353,4
E1130,2117,E11,353,4
E1138,2118,E11,353,4
E114,2119,E11,353,4
E1140,2120,E11,353,4
E1148,2121,E11,353,4
E115,2122,E11,353,4
E1150,2123,E11,353,4
E1158,2124,E11,353,4
E116,2125,E11,353,4
E1160,2126,E11,353,4
E1168,2127,E11,353,4
E117,2128,E11,353,4
E1170,2129,E11,353,4
E1178,2130,E11,353,4
E118,2131,E11,353,4
E1180,2132,E11,353,4
E1188,2133,E11,353,4
E119,2134,E11,353,4
E1190,2135,E11,353,4
E1198,2136,E11,353,4
E12,2137,E12,354,4
E120,2138,E12,354,4
E121,2139,E12,354,4
E122,2140,E12,354,4
E123,2141,E12,354,4
E124,2142,E12,354,4
E125,2143,E12,354,4
E126,2144,E12,354,4
E127,2145,E12,354,4
E128,2146,E12,354,4
E129,2147,E12,354,4
E13,2148,E13,355,4
E130,2149,E13,355,4
E131,2150,E13,355,4
E132,2151,E13,355,4
E133,2152,E13,355,4
E134,2153,E13,355,4
E135,2154,E13,355,4
E136,2155,E13,355,4
E137,2156,E13,355,4
E138,2157,E13,355,4
E139,2158,E13,355,4
E14,2159,E14,356,4
E140,2160,E14,356,4
E141,2161,E14,356,4
E142,2162,E14,356,4
E143,2163,E14,356,4
E144,2164,E14,356,4
E145,2165,E14,356,4
E146,2166,E14,356,4
E147,2167,E14,356,4
E148,2168,E14,356,4
E149,2169,E14,356,4
E15,2170,E15,357,4
E16,2171,E16,358,4
E160,2172,E16,358,4
E161,2173,E16,358,4
E162,2174,E16,358,4
E163,2175,E16,358,4
E164,2176,E16,358,4
E168,2177,E16,358,4
E169,2178,E16,358,4
E20,2179,E20,359,4
E200,2180,E20,359,4
E201,2181,E20,359,4
E208,2182,E20,359,4
E209,2183,E20,359,4
E21,2184,E21,360,4
E210,2185,E21,360,4
E211,2186,E21,360,4
E212,2187,E21,360,4
E213,2188,E21,360,4
E214,2189,E21,360,4
E215,2190,E21,360,4
E22,2191,E22,361,4
E220,2192,E22,361,4
E221,2193,E22,361,4
E222,2194,E22,361,4
E228,2195,E22,361,4
E229,2196,E22,361,4
E23,2197,E23,362,4
E230,2198,E23,362,4
E231,2199,E23,362,4
E232,2200,E23,362,4
E233,2201,E23,362,4
E236,2202,E23,362,4
E237,2203,E23,362,4
E24,2204,E24,363,4
E240,2205,E24,363,4
E241,2206,E24,363,4
E242,2207,E24,363,4
E243,2208,E24,363,4
E244,2209,E24,363,4
E248,2210,E24,363,4
E249,2211,E24,363,4
E25,2212,E25,364,4
E250,2213,E25,364,4
E258,2214,E25,364,4
E259,2215,E25,364,4
E26,2216,E26,365,4
